GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,FinalScore(PlayerName-0),FinalScore(Player-1),FinalScore(Player-0),FinalScore(Player-2),FinalScore(PlayerName-1),FinalScore(PlayerName-2),OrdinalPosition(Player-1 rank),OrdinalPosition(PlayerName-0),OrdinalPosition(Player-1),OrdinalPosition(Player-0),OrdinalPosition(Player-0 rank),OrdinalPosition(Player-2),OrdinalPosition(PlayerName-1),OrdinalPosition(Player-2 rank),OrdinalPosition(PlayerName-2),PlayerType(PlayerType-1),PlayerType(PlayerType-0),PlayerType(PlayerType-2),Winner(PlayerIdx)
346665430,SushiGo,3,GAME_OVER,82,0,3,2,randomPlayer,42.0,20.0,42.0,GroupAA MCTS Agent,Basic MCTS,2,randomPlayer,2,3,3,1,GroupAA MCTS Agent,1,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,2
879079583,SushiGo,3,GAME_OVER,82,0,3,3,randomPlayer,62.0,26.0,36.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
-619666105,SushiGo,3,GAME_OVER,85,0,3,4,randomPlayer,48.0,24.0,49.0,GroupAA MCTS Agent,Basic MCTS,2,randomPlayer,2,3,3,1,GroupAA MCTS Agent,1,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,2
503938916,SushiGo,3,GAME_OVER,82,0,3,5,randomPlayer,34.0,29.0,58.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
-428737539,SushiGo,3,GAME_OVER,83,0,3,6,GroupAA MCTS Agent,30.0,51.0,38.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
-1745970416,SushiGo,3,GAME_OVER,82,0,3,7,Basic MCTS,34.0,45.0,56.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-1436161366,SushiGo,3,GAME_OVER,81,0,3,8,randomPlayer,51.0,22.0,40.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
-1151041315,SushiGo,3,GAME_OVER,85,0,3,9,GroupAA MCTS Agent,39.0,56.0,40.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
697067980,SushiGo,3,GAME_OVER,81,0,3,10,randomPlayer,55.0,31.0,47.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
1168140970,SushiGo,3,GAME_OVER,84,0,3,11,randomPlayer,28.0,30.0,50.0,Basic MCTS,GroupAA MCTS Agent,3,randomPlayer,3,2,2,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
-1491060889,SushiGo,3,GAME_OVER,82,0,3,12,Basic MCTS,35.0,42.0,46.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-1819802610,SushiGo,3,GAME_OVER,83,0,3,13,Basic MCTS,23.0,34.0,56.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-2121274456,SushiGo,3,GAME_OVER,83,0,3,14,GroupAA MCTS Agent,38.0,45.0,39.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
259280696,SushiGo,3,GAME_OVER,85,0,3,15,Basic MCTS,18.0,38.0,56.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
1706137030,SushiGo,3,GAME_OVER,82,0,3,16,Basic MCTS,37.0,28.0,53.0,randomPlayer,GroupAA MCTS Agent,2,Basic MCTS,2,3,3,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
545138396,SushiGo,3,GAME_OVER,86,0,3,17,randomPlayer,38.0,27.0,65.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
1376458976,SushiGo,3,GAME_OVER,85,0,3,18,GroupAA MCTS Agent,35.0,49.0,27.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
1195311045,SushiGo,3,GAME_OVER,85,0,3,19,GroupAA MCTS Agent,34.0,54.0,40.0,Basic MCTS,randomPlayer,3,GroupAA MCTS Agent,3,1,1,2,Basic MCTS,2,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
813477029,SushiGo,3,GAME_OVER,82,0,3,20,GroupAA MCTS Agent,38.0,38.0,32.0,randomPlayer,Basic MCTS,1,GroupAA MCTS Agent,1,1,1,3,randomPlayer,3,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,-1
-1466178614,SushiGo,3,GAME_OVER,82,0,3,21,GroupAA MCTS Agent,41.0,51.0,23.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
-118322159,SushiGo,3,GAME_OVER,83,0,3,22,Basic MCTS,27.0,39.0,61.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-1428166355,SushiGo,3,GAME_OVER,83,0,3,23,randomPlayer,47.0,33.0,32.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,2,2,3,GroupAA MCTS Agent,3,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
1144294523,SushiGo,3,GAME_OVER,83,0,3,24,randomPlayer,40.0,25.0,49.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
2100098225,SushiGo,3,GAME_OVER,81,0,3,25,Basic MCTS,24.0,28.0,42.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
23994827,SushiGo,3,GAME_OVER,82,0,3,26,Basic MCTS,33.0,38.0,33.0,randomPlayer,GroupAA MCTS Agent,2,Basic MCTS,2,1,1,3,randomPlayer,3,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,0
1662792176,SushiGo,3,GAME_OVER,83,0,3,27,Basic MCTS,23.0,37.0,51.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
2013120665,SushiGo,3,GAME_OVER,81,0,3,28,randomPlayer,40.0,35.0,41.0,GroupAA MCTS Agent,Basic MCTS,2,randomPlayer,2,3,3,1,GroupAA MCTS Agent,1,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,2
-1880183632,SushiGo,3,GAME_OVER,84,0,3,29,GroupAA MCTS Agent,29.0,41.0,31.0,Basic MCTS,randomPlayer,3,GroupAA MCTS Agent,3,1,1,2,Basic MCTS,2,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
-1377239692,SushiGo,3,GAME_OVER,82,0,3,30,randomPlayer,46.0,34.0,44.0,Basic MCTS,GroupAA MCTS Agent,1,randomPlayer,1,3,3,2,Basic MCTS,2,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,1
1795532617,SushiGo,3,GAME_OVER,82,0,3,31,Basic MCTS,87.0,37.0,33.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
-1548656463,SushiGo,3,GAME_OVER,84,0,3,32,Basic MCTS,34.0,36.0,57.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-653656736,SushiGo,3,GAME_OVER,85,0,3,33,GroupAA MCTS Agent,19.0,47.0,32.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
-400394132,SushiGo,3,GAME_OVER,82,0,3,34,randomPlayer,43.0,36.0,46.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
-1422203009,SushiGo,3,GAME_OVER,81,0,3,35,Basic MCTS,58.0,33.0,30.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
-1113178468,SushiGo,3,GAME_OVER,82,0,3,36,Basic MCTS,23.0,45.0,56.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-175367348,SushiGo,3,GAME_OVER,89,0,3,37,GroupAA MCTS Agent,40.0,50.0,25.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
1362911089,SushiGo,3,GAME_OVER,82,0,3,38,randomPlayer,41.0,23.0,52.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
-347120262,SushiGo,3,GAME_OVER,83,0,3,39,Basic MCTS,38.0,40.0,30.0,GroupAA MCTS Agent,randomPlayer,2,Basic MCTS,2,1,1,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,0
1416514647,SushiGo,3,GAME_OVER,81,0,3,40,Basic MCTS,59.0,41.0,45.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,3,3,2,GroupAA MCTS Agent,2,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
-1570736736,SushiGo,3,GAME_OVER,83,0,3,41,Basic MCTS,29.0,32.0,40.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-1532681659,SushiGo,3,GAME_OVER,84,0,3,42,GroupAA MCTS Agent,23.0,63.0,32.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
2038358424,SushiGo,3,GAME_OVER,85,0,3,43,randomPlayer,47.0,26.0,37.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
1950377550,SushiGo,3,GAME_OVER,83,0,3,44,randomPlayer,34.0,41.0,49.0,Basic MCTS,GroupAA MCTS Agent,3,randomPlayer,3,2,2,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
-389679841,SushiGo,3,GAME_OVER,84,0,3,45,randomPlayer,59.0,30.0,59.0,GroupAA MCTS Agent,Basic MCTS,2,randomPlayer,2,3,3,1,GroupAA MCTS Agent,1,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,2
-1652369011,SushiGo,3,GAME_OVER,82,0,3,46,Basic MCTS,22.0,40.0,57.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
649728961,SushiGo,3,GAME_OVER,82,0,3,47,Basic MCTS,35.0,37.0,46.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
1939385821,SushiGo,3,GAME_OVER,87,0,3,48,randomPlayer,45.0,32.0,27.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,2,2,3,GroupAA MCTS Agent,3,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
-765151654,SushiGo,3,GAME_OVER,83,0,3,49,Basic MCTS,59.0,50.0,28.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
-382843140,SushiGo,3,GAME_OVER,84,0,3,50,GroupAA MCTS Agent,38.0,42.0,26.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
1616233144,SushiGo,3,GAME_OVER,85,0,3,51,Basic MCTS,34.0,43.0,44.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-1825767405,SushiGo,3,GAME_OVER,81,0,3,52,Basic MCTS,25.0,31.0,56.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-1681345762,SushiGo,3,GAME_OVER,82,0,3,53,GroupAA MCTS Agent,25.0,47.0,25.0,randomPlayer,Basic MCTS,2,GroupAA MCTS Agent,2,1,1,3,randomPlayer,3,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
-1466223696,SushiGo,3,GAME_OVER,82,0,3,54,GroupAA MCTS Agent,46.0,81.0,33.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
-898042700,SushiGo,3,GAME_OVER,83,0,3,55,GroupAA MCTS Agent,39.0,77.0,36.0,randomPlayer,Basic MCTS,2,GroupAA MCTS Agent,2,1,1,3,randomPlayer,3,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
-622095176,SushiGo,3,GAME_OVER,81,0,3,56,randomPlayer,55.0,25.0,39.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
-1621553363,SushiGo,3,GAME_OVER,84,0,3,57,GroupAA MCTS Agent,35.0,62.0,36.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
2021511387,SushiGo,3,GAME_OVER,82,0,3,58,GroupAA MCTS Agent,26.0,46.0,44.0,Basic MCTS,randomPlayer,3,GroupAA MCTS Agent,3,1,1,2,Basic MCTS,2,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
-1677040338,SushiGo,3,GAME_OVER,83,0,3,59,Basic MCTS,26.0,45.0,58.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
1955989905,SushiGo,3,GAME_OVER,83,0,3,60,GroupAA MCTS Agent,22.0,72.0,44.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
-1876231119,SushiGo,3,GAME_OVER,85,0,3,61,GroupAA MCTS Agent,32.0,56.0,39.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
-1294795098,SushiGo,3,GAME_OVER,81,0,3,62,GroupAA MCTS Agent,37.0,53.0,35.0,randomPlayer,Basic MCTS,2,GroupAA MCTS Agent,2,1,1,3,randomPlayer,3,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
127372284,SushiGo,3,GAME_OVER,82,0,3,63,randomPlayer,60.0,34.0,33.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,2,2,3,GroupAA MCTS Agent,3,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
-991207967,SushiGo,3,GAME_OVER,82,0,3,64,GroupAA MCTS Agent,42.0,59.0,38.0,randomPlayer,Basic MCTS,2,GroupAA MCTS Agent,2,1,1,3,randomPlayer,3,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
1049258221,SushiGo,3,GAME_OVER,83,0,3,65,GroupAA MCTS Agent,42.0,58.0,35.0,randomPlayer,Basic MCTS,2,GroupAA MCTS Agent,2,1,1,3,randomPlayer,3,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
-2039767727,SushiGo,3,GAME_OVER,84,0,3,66,Basic MCTS,48.0,37.0,29.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
1908179359,SushiGo,3,GAME_OVER,84,0,3,67,GroupAA MCTS Agent,48.0,42.0,31.0,Basic MCTS,randomPlayer,1,GroupAA MCTS Agent,1,2,2,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,1
1115136563,SushiGo,3,GAME_OVER,83,0,3,68,Basic MCTS,29.0,39.0,51.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-1493045323,SushiGo,3,GAME_OVER,82,0,3,69,Basic MCTS,27.0,39.0,33.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,1,1,2,randomPlayer,2,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,0
-394703714,SushiGo,3,GAME_OVER,85,0,3,70,Basic MCTS,70.0,33.0,24.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
-432712488,SushiGo,3,GAME_OVER,82,0,3,71,randomPlayer,39.0,30.0,64.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
491282519,SushiGo,3,GAME_OVER,81,0,3,72,Basic MCTS,52.0,34.0,31.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
-884033504,SushiGo,3,GAME_OVER,83,0,3,73,GroupAA MCTS Agent,42.0,58.0,29.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
991772015,SushiGo,3,GAME_OVER,83,0,3,74,Basic MCTS,50.0,34.0,24.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
-835279488,SushiGo,3,GAME_OVER,82,0,3,75,Basic MCTS,36.0,36.0,28.0,GroupAA MCTS Agent,randomPlayer,2,Basic MCTS,2,1,1,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,0
288423849,SushiGo,3,GAME_OVER,83,0,3,76,GroupAA MCTS Agent,35.0,42.0,31.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
306462715,SushiGo,3,GAME_OVER,85,0,3,77,randomPlayer,50.0,30.0,35.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
-1595934290,SushiGo,3,GAME_OVER,87,0,3,78,GroupAA MCTS Agent,27.0,51.0,21.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
372545689,SushiGo,3,GAME_OVER,83,0,3,79,randomPlayer,46.0,20.0,53.0,GroupAA MCTS Agent,Basic MCTS,2,randomPlayer,2,3,3,1,GroupAA MCTS Agent,1,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,2
-1791317608,SushiGo,3,GAME_OVER,82,0,3,80,randomPlayer,34.0,28.0,54.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
594493312,SushiGo,3,GAME_OVER,81,0,3,81,Basic MCTS,62.0,43.0,29.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
1375946348,SushiGo,3,GAME_OVER,81,0,3,82,Basic MCTS,33.0,32.0,78.0,randomPlayer,GroupAA MCTS Agent,2,Basic MCTS,2,3,3,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-1004766817,SushiGo,3,GAME_OVER,84,0,3,83,GroupAA MCTS Agent,27.0,56.0,32.0,randomPlayer,Basic MCTS,3,GroupAA MCTS Agent,3,1,1,2,randomPlayer,2,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
714044006,SushiGo,3,GAME_OVER,83,0,3,84,GroupAA MCTS Agent,46.0,55.0,33.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
1418075335,SushiGo,3,GAME_OVER,84,0,3,85,Basic MCTS,53.0,42.0,17.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
1141736524,SushiGo,3,GAME_OVER,83,0,3,86,randomPlayer,42.0,32.0,60.0,Basic MCTS,GroupAA MCTS Agent,2,randomPlayer,2,3,3,1,Basic MCTS,1,GroupAA MCTS Agent,Basic MCTS,randomPlayer,GroupAA MCTS Agent,2
443981092,SushiGo,3,GAME_OVER,84,0,3,87,Basic MCTS,35.0,43.0,53.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
-68629972,SushiGo,3,GAME_OVER,81,0,3,88,Basic MCTS,40.0,37.0,53.0,randomPlayer,GroupAA MCTS Agent,2,Basic MCTS,2,3,3,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
1822990971,SushiGo,3,GAME_OVER,86,0,3,89,Basic MCTS,54.0,37.0,33.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
268448290,SushiGo,3,GAME_OVER,83,0,3,90,GroupAA MCTS Agent,38.0,35.0,31.0,Basic MCTS,randomPlayer,1,GroupAA MCTS Agent,1,2,2,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,1
1043028123,SushiGo,3,GAME_OVER,82,0,3,91,GroupAA MCTS Agent,33.0,53.0,27.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
-1199211999,SushiGo,3,GAME_OVER,82,0,3,92,Basic MCTS,30.0,44.0,63.0,randomPlayer,GroupAA MCTS Agent,3,Basic MCTS,3,2,2,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
1398271441,SushiGo,3,GAME_OVER,84,0,3,93,randomPlayer,58.0,22.0,27.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,3,3,2,GroupAA MCTS Agent,2,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
648115670,SushiGo,3,GAME_OVER,84,0,3,94,Basic MCTS,38.0,37.0,75.0,randomPlayer,GroupAA MCTS Agent,2,Basic MCTS,2,3,3,1,randomPlayer,1,GroupAA MCTS Agent,randomPlayer,Basic MCTS,GroupAA MCTS Agent,2
1962877811,SushiGo,3,GAME_OVER,83,0,3,95,Basic MCTS,59.0,41.0,17.0,GroupAA MCTS Agent,randomPlayer,1,Basic MCTS,1,2,2,3,GroupAA MCTS Agent,3,randomPlayer,GroupAA MCTS Agent,Basic MCTS,randomPlayer,1
-1960070630,SushiGo,3,GAME_OVER,82,0,3,96,randomPlayer,68.0,42.0,28.0,GroupAA MCTS Agent,Basic MCTS,1,randomPlayer,1,2,2,3,GroupAA MCTS Agent,3,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,1
36358070,SushiGo,3,GAME_OVER,84,0,3,97,GroupAA MCTS Agent,43.0,65.0,30.0,Basic MCTS,randomPlayer,2,GroupAA MCTS Agent,2,1,1,3,Basic MCTS,3,randomPlayer,Basic MCTS,GroupAA MCTS Agent,randomPlayer,0
375050126,SushiGo,3,GAME_OVER,83,0,3,98,GroupAA MCTS Agent,32.0,45.0,25.0,randomPlayer,Basic MCTS,2,GroupAA MCTS Agent,2,1,1,3,randomPlayer,3,Basic MCTS,randomPlayer,GroupAA MCTS Agent,Basic MCTS,0
1468478823,SushiGo,3,GAME_OVER,82,0,3,99,randomPlayer,35.0,28.0,51.0,GroupAA MCTS Agent,Basic MCTS,2,randomPlayer,2,3,3,1,GroupAA MCTS Agent,1,Basic MCTS,GroupAA MCTS Agent,randomPlayer,Basic MCTS,2
